Indonesia;Denpasar;-8.650028871;115.2199849
Indonesia;Bali;-8.392203;115.1888283
South Korea;Eumseong;36.93525067;127.6897147
South Korea;Cheongju;36.64389895;127.5011991
South Korea;Wonju;37.35514752;127.9396219
South Korea;Chuncheon;37.87470237;127.7341565
South Korea;Ansan;37.34806785;126.8595328
South Korea;Iksan;35.94097027;126.9454191
South Korea;Gyeongju;35.84275922;129.211689
South Korea;Changwon;35.21910219;128.583562
South Korea;Yeosu;34.73678021;127.7458353
South Korea;Andong;36.56591921;128.7250004
South Korea;Jeju;33.51013674;126.5219307
South Korea;Gangneung;37.75587242;128.8961527
South Korea;Sokcho;38.20871299;128.5911584
South Korea;Jeonju;35.83141624;127.1403942
South Korea;Gunsan;35.98176575;126.7160215
South Korea;Mokpo;34.80680178;126.3958402
South Korea;Puch'on;37.4988889;126.7830556
South Korea;Songnam;37.4386111;127.1377778
South Korea;Goyang;37.65273586;126.8372485
South Korea;Suwon;37.25778912;127.0108931
South Korea;Pohang;36.02086204;129.3715242
South Korea;Ulsan;35.54673077;129.3169539
South Korea;Daegu;35.86678876;128.6069714
South Korea;Incheon;37.47614789;126.6422334
South Korea;Daejeon;36.33554567;127.425028
South Korea;Gwangju;35.1709656;126.9104341
South Korea;Busan;35.09505292;129.0100476
South Korea;Seoul;37.5663491;126.999731
Japan;Okayama;34.67202964;133.9170865
Japan;Shimonoseki;33.96543194;130.9454333
Japan;Kanoya;31.38331565;130.8500386
Japan;Takamatsu;34.34473696;134.044779
Japan;Tokushima;34.06738955;134.5525
Japan;Toyama;36.69999371;137.2300109
Japan;Takaoka;36.67002138;136.9999991
Japan;Otsu;35.006402;135.8674068
Japan;Maebashi;36.39269981;139.0726892
Japan;Kawasaki;35.52998761;139.705002
Japan;Kawagoe;35.91769004;139.4910616
Japan;Utsunomiya;36.54997703;139.8700048
Japan;Hachioji;35.65770591;139.3260587
Japan;Koriyama;37.40997622;140.3799996
Japan;Kure;34.25097007;132.5655928
Japan;Matsue;35.46699404;133.0666475
Japan;Tottori;35.50037701;134.2332946
Japan;Sasebo;33.1631295;129.7177046
Japan;Kitakyushu;33.87039899;130.8200146
Japan;Kumamoto;32.80092938;130.700642
Japan;Oita;33.24322797;131.5978999
Japan;Gifu;35.42309491;136.7627526
Japan;Tsu;34.71706565;136.5166695
Japan;Matsumoto;36.2404352;137.9700175
Japan;Nara;34.686895;135.7738305
Japan;Shizuoka;34.98583478;138.3853926
Japan;Hamamatsu;34.71807334;137.7327193
Japan;Obihiro;42.93041445;143.1700101
Japan;Tomakomai;42.6504057;141.5500057
Japan;Kitami;43.8503583;143.8999914
Japan;Otaru;43.18871909;140.9783093
Japan;Fukui;36.07041974;136.2200468
Japan;Maizuru;35.4504059;135.3333309
Japan;Wakayama;34.22311647;135.1677079
Japan;Mito;36.37042727;140.4800451
Japan;Kofu;35.6503937;138.5833134
Japan;Iwaki;37.0553467;140.8900459
Japan;Nagaoka;37.45041302;138.8600406
Japan;Yamagata;38.27049217;140.3200032
Japan;Tsuruoka;38.70041424;139.830214
Japan;Kagoshima;31.58596478;130.561064
Japan;Matsuyama;33.84554262;132.765839
Japan;Kanazawa;36.56000226;136.6400211
Japan;Muroran;42.34995892;140.9800146
Japan;Asahikawa;43.75501528;142.3799808
Japan;Kobe;34.67998781;135.1699816
Japan;Yokohama;35.32002626;139.5800484
Japan;Akita;39.70999086;140.0899914
Japan;Aomori;40.82503908;140.7100052
Japan;Hirosaki;40.56999005;140.4700199
Japan;Hachinohe;40.50999371;141.5400321
Japan;Fukushima;37.74000775;140.4700199
Japan;Morioka;39.72001609;141.1300313
Japan;Niigata;37.91999676;139.0400297
Japan;Fukuoka;33.59501528;130.4100138
Japan;Miyazaki;31.91824424;131.418376
Japan;Naha;26.20717165;127.6729716
Japan;Kochi;33.56243329;133.5375232
Japan;Nagoya;35.15499758;136.9149914
Japan;Nagano;36.64999676;138.1700052
Japan;Kushiro;42.97495953;144.3746911
Japan;Hakodate;41.79497988;140.7399776
Japan;Kyoto;35.02999229;135.7499979
Japan;Sendai;38.28710614;141.0217175
Japan;Sakata;38.92003908;139.8500577
Japan;Nagasaki;32.76498842;129.8850329
Japan;Hiroshima;34.3878351;132.442913
Japan;Sapporo;43.07497927;141.3400443
Japan;Osaka;34.75003522;135.4601448
Japan;Tokyo;35.68501691;139.7514074
Taiwan;Bade;24.9575;121.2988889
Taiwan;Pingzhen;24.94388889;121.2161111
Taiwan;Taibao;23.45;120.3333333
Taiwan;Taoyuan;24.98888889;121.3111111
Taiwan;Yangmei;24.91666667;121.15
Taiwan;Yilan;24.75;121.75
Taiwan;Zhubei;24.83333333;121.0119444
Taiwan;Douliou;23.7075;120.5438889
Taiwan;Zhongli;24.96502525;121.2167765
Taiwan;Keelung;25.13325787;121.7332824
Taiwan;Nantou;23.91666667;120.6833333
Taiwan;Puzi;23.46111111;120.2419444
Taiwan;Changhua;24.07340008;120.5134086
Taiwan;Chiayi;23.47545209;120.4350671
Taiwan;Hsinchu;24.8167914;120.9767395
Taiwan;Miaoli;24.57;120.82
Taiwan;Pingtung;22.68170209;120.4816792
Taiwan;Hualien;23.98374147;121.6000089
Taiwan;New Taipei;25.01277778;121.465
Taiwan;Tainan;23.00000307;120.2000427
Taiwan;Taitung;22.75539268;121.140037
Taiwan;Magong;23.56666667;119.5833333
Taiwan;Taichung;24.15207745;120.681667
Taiwan;Kaohsiung;22.63330711;120.2666019
Taiwan;Taipei;25.03583333;121.5683333
